"","HCI_CODE","HCI_NAME","LICENCE_TYPE","HCI_TEL","POSTAL_CD","ADDR_TYPE","BLK_HSE_NO","FLOOR_NO","UNIT_NO","STREET_NAME","BUILDING_NAME","CLINIC_PROGRAMME_CODE","X_COORDINATE","Y_COORDINATE","INC_CRC","FMEL_UPD_D","LONGITUDE","LATITUDE","ADDRESS"
"309","9400524","FAMILY MEDICARE CLINIC & SURGERY","MC","64566582","560721","A","721","01","2815","ANG MO KIO AVE 8","","CDMP,CHAS,ISP","29622.67602509","39372.99417943","48C6700EE2832061","20200902122251",103.8479386,1.3723967,"721 Ang Mo Kio Ave 8, #01-2815, Singapore 560721"
"310","9400525","FAMILY MEDICINE CLINIC","MC","64491606","440058","A","58","01","65","MARINE TERRACE","","CDMP,CHAS,ISP","36981.99656836","32049.53387201","A688F0D97666D863","20200902122251",103.9137193,1.3058461,"58 Marine Terrace, #01-65, Singapore 440058"
"311","9400528","FAMILYCARE CLINIC & SURGERY","MD","62509033","313085","A","85C","01","380","TOA PAYOH LOR 4","","CDMP,CHAS,ISP","29575.95394167","35385.20539467","B7105EFF52931984","20200902122251",103.8477195,1.3363082,"85c Toa Payoh Lor 4, #01-380, Singapore 313085"
"312","9405463","FEMA CLINIC & SURGERY","MC","63972012","307506","B","10","09","32","SINARAN DRIVE","NOVENA MEDICAL CENTER","CDMP,CHAS","29206.6219764","33662.3806674","3F1CCCBC51CAD70B","20200902122251",103.8443689,1.3206513,"10 Sinaran Drive, #09-32, Singapore 307506"
"313","17M0310","FINEST HEALTH MEDICAL CENTRE","MC","62640852","310019","","19","01","268","LORONG 7 TOA PAYOH","KIM KEAT PALM","CDMP,CHAS,ISP","30580.31377464","35274.25961375","FF5DE2B89B853ADC","20200902122251",103.8565218,1.335236,"19 Lorong 7 Toa Payoh, #01-268, Singapore 310019"
"314","9403523","FIRST CARE FAMILY CLINIC & SURGERY","MC","64252350","600253","","253","01","257","JURONG EAST ST 24","","CDMP,CHAS","17256.94292541","36148.67263635","12D223B3ACE6C2D1","20200902122251",103.7366354,1.3434953,"253 Jurong East St 24, #01-257, Singapore 600253"
"315","9402180","FIRST MEDICAL CENTRE PTE LTD","MD","64768588","140169","A","169","01","1165","STIRLING ROAD","","CDMP,CHAS","24637.59246931","30315.27023807","41CD2FA09FEBDBEE","20200902122251",103.8031098,1.2904595,"169 Stirling Road, #01-1165, Singapore 140169"
"316","9402467","FIRST MEDICAL CLINIC & SURGERY","MC","63680111","730167","A","167","01","11","WOODLANDS ST 11","","CDMP,CHAS,ISP","21608.40519696","46145.10545668","ABB24AA17F39CFA6","20200902122251",103.7759424,1.4335491,"167 Woodlands St 11, #01-11, Singapore 730167"
"317","14M0279","FIRSTHEALTH CLINIC & SURGERY","MC","66944981","160126","A","126","01","04","KIM TIAN ROAD","MULTI STOREY CAR PARK","CHAS","27571.68639345","29441.68770841","6E39A1B9131DC0B5","20200902122251",103.8295156,1.282877,"126 Kim Tian Road, #01-04, Singapore 160126"
"318","9400534","FOCUS MEDICAL CENTRE","MC","67692822","680137","","137","01","329","TECK WHYE LANE","TECK WHYE SHOPPING CENTRE","CDMP,CHAS","19004.10783338","40224.31266992","EE9324691AFBDA59","20200902122251",103.7525859,1.380068,"137 Teck Whye Lane, #01-329, Singapore 680137"
"319","9403524","FONG CLINIC","MC","64745993","140162","A","162","01","361","MEI LING ST","","CDMP,CHAS","24609.88367388","30516.49536544","15A4711A495A1C8C","20200902122251",103.8027214,1.2921875,"162 Mei Ling St, #01-361, Singapore 140162"
"320","9400542","FOO CLINIC","MD","67918853","640962","A","962","01","306","JURONG WEST ST 91","","CDMP,CHAS","12215.23405595","36019.48830675","FAD8BE0513F498CA","20200902122251",103.6912944,1.3417473,"962 Jurong West St 91, #01-306, Singapore 640962"
"321","16C0164","FRASER MEDICAL CENTRE","MD","62733603","101078","A","78A","01","07","TELOK BLANGAH ST 32","","CDMP,CHAS","25291.36790237","28430.25518595","64F76E06335E235A","20200902122251",103.8090239,1.273512,"78a Telok Blangah St 32, #01-07, Singapore 101078"
"322","9400550","FRIENDSHIP CLINIC & SURGERY","MC","62726628","150001","A","1","01","4524","JALAN BUKIT MERAH","","CDMP,CHAS","25209.23133969","29875.02961868","04173A8B145CC624","20200902122251",103.8083538,1.2864913,"1 Jalan Bukit Merah, #01-4524, Singapore 150001"
"323","9405137","FRONTIER MEDICAL ASSOCIATES","MC","63152913","530982","A","982","01","03","BUANGKOK CRESCENT","","CDMP,CHAS,ISP","33118.16452973","40312.98154776","DF721122E714A0D4","20200902122251",103.8792821,1.3808544,"982 Buangkok Crescent, #01-03, Singapore 530982"
"324","9405138","FRONTIER MEDICAL ASSOCIATES","MC","64532571","560163","A","163","01","426","ANG MO KIO AVE 4","","CDMP,CHAS,ISP","28540.62378669","39505.53498628","2316D0C6CEF499D3","20200902122251",103.8382767,1.3737206,"163 Ang Mo Kio Ave 4, #01-426, Singapore 560163"
"325","9405451","FRONTIER MEDICAL ASSOCIATES","MD","67460909","400304","A","304","01","87","UBI AVENUE 1","","CDMP,CHAS,ISP","35557.69016346","34640.78854953","9D4ADF81CDAA51D3","20200902122251",103.9015013,1.3295534,"304 Ubi Avenue 1, #01-87, Singapore 400304"
"326","9405452","FRONTIER MEDICAL ASSOCIATES","MC","67587536","732899","A","899C","01","296","WOODLANDS DR 50","","CDMP,CHAS,ISP","23764.8017501","46474.14825365","B9A8DB8186EAB1F4","20200902122251",103.7954998,1.4365117,"899c Woodlands Dr 50, #01-296, Singapore 732899"
"327","9405453","FRONTIER MEDICAL ASSOCIATES","MC","67587536","760654","A","654","01","437","YISHUN AVE 4","","CDMP,CHAS,ISP","28789.20644353","44979.53964395","89DE31BA74E64B41","20200902122251",103.8405108,1.4230275,"654 Yishun Ave 4, #01-437, Singapore 760654"
"328","18M0038","FRONTIER MEDICAL ASSOCIATES","MC","62665080","750105","","105","01","11","CANBERRA STREET","","CHAS","27898.46783909","47832.97232748","DA22DBABB2FDBA33","20200902122251",103.8323588,1.4488354,"105 Canberra Street, #01-11, Singapore 750105"
"329","18M0250","FRONTIER MEDICAL ASSOCIATES","MC","63370061","650440","A","440","01","05","BUKIT BATOK WEST AVENUE 8","","CDMP,CHAS,ISP","17537.15069155","37534.68925488","937D52A832C4A1E1","20200902122251",103.7392906,1.3556661,"440 Bukit Batok West Avenue 8, #01-05, Singapore 650440"
"330","18M0356","FRONTIER MEDICAL ASSOCIATES","MC","62583035","650451","A","451","01","07","BUKIT BATOK WEST AVE 6","","CHAS","18054.11374856","37237.79426502","B4C73A76261CADF2","20200902122251",103.7434581,1.3530072,"451 Bukit Batok West Ave 6, #01-07, Singapore 650451"
"331","18M0009","FRONTIER MEDICAL ASSOCIATES","MC","63141098","730691","A","691","01","04","WOODLANDS DRIVE 73","","CHAS","24981.90510085","46923.0729089","50033DA15E67A9F4","20200902122251",103.8062444,1.4405874,"691 Woodlands Drive 73, #01-04, Singapore 730691"
"332","11C0109","FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES","MC","66643801","238874","B","391B","25","01/07/08","ORCHARD ROAD","NGEE ANN CITY TOWER B","CDMP,CHAS","28151.08249405","31640.96600373","69C040A31C9FCC8D","20200902122251",103.8342901,1.3027623,"391b Orchard Road, #25-01/07/08, Singapore 238874"
"333","9405615","FULLERTON HEALTHCARE @ ARC","MC","63333636","119963","","460","02","18","ALEXANDRA ROAD","","CDMP,CHAS","24432.59204659","28496.48616533","1C5F09DC2093683F","20200902122251",103.8015216,1.2736761,"460 Alexandra Road, #02-18, Singapore 119963"
"334","17M0287","FUSION MEDICAL HEALTH SCREENING & AESTHETIC","MC","62506548","238880","B","501","04","11","ORCHARD ROAD","WHEELOCK PLACE","CDMP,CHAS","27702.1243624","31889.99344859","929EE16047470DC0","20200902122251",103.8305926,1.3047411,"501 Orchard Road, #04-11, Singapore 238880"
"335","9402009","Faith Clinic (Jurong West)","MC","67916780","640762","A","762","02","256D","JURONG WEST ST 75","","CDMP,CHAS","12910.720738","36763.1478772","73068DF30BD6B3C8","20200902122251",103.6976086,1.3489162,"762 Jurong West St 75, #02-256d, Singapore 640762"
"336","9403708","Famicare Bedok Clinic Pte Ltd","MD","64428373","460158","A","158","01","581","Bedok South Avenue 3","","CDMP,CHAS,ISP","40438.7096671","33444.90396341","2C91BF4DF7FC7471","20200902122251",103.9450805,1.318767,"158 Bedok South Avenue 3, #01-581, Singapore 460158"
"337","9404579","Family Doctors at 365","MD","62652968","610365","A","365","01","407","CORPORATION DRIVE","","CDMP,CHAS","15409.39757891","35544.74306369","2647049F20F1B587","20200902122251",103.7201261,1.3377552,"365 Corporation Drive, #01-407, Singapore 610365"
"338","14M0009","Family Medicine Clinic Chinatown","MC","62255155","059413","B","133","02","09","NEW BRIDGE ROAD","CHINATOWN POINT","CDMP,CHAS,ISP","29266.33262672","29714.16418401","6A2858AF1C6C0816","20200902122251",103.8447228,1.2852093,"133 New Bridge Road, #02-09, Singapore 059413"
"339","13M0356","Fernvale Family Clinic","MC","68756182","793405","A","405C","01","101","FERNVALE LANE","","CDMP,CHAS","32464.70355075","41235.64161533","11D4068A80A4BAC7","20200902122251",103.8734177,1.3892925,"405c Fernvale Lane, #01-101, Singapore 793405"
"340","9403551","First Light Family Clinic & Surgery","MC","65603930","650272","A","272","01","72","Bukit Batok East Avenue 4","","CDMP,CHAS","19602.82389718","36768.02553251","B5A5EFE41C9918D2","20200902122251",103.7578393,1.3488264,"272 Bukit Batok East Avenue 4, #01-72, Singapore 650272"
"341","9402667","Foo And Ong Family Clinic Pte. Ltd.","MC","65672212","650151","A","151","01","256","BUKIT BATOK ST 11","","CDMP,CHAS","18083.36935903","36763.29210415","83E46CF3647D0239","20200902122251",103.7442612,1.3487581,"151 Bukit Batok St 11, #01-256, Singapore 650151"
"342","13C0052","Frontier Family Medicine Clinic","MD","67788362","129581","B","3151","04","01","COMMONWEALTH AVENUE WEST","CITYVIBE","CDMP,CHAS,ISP","20413.21002471","32950.96881868","A06CCC26DE9ED52A","20200902122251",103.7654081,1.3142473,"3151 Commonwealth Avenue West, #04-01, Singapore 129581"
"343","9405162","Frontier Medical Associates","MC","68622340","644678","A","678D","01","347","JURONG WEST STREET 64","","CDMP,CHAS,ISP","13540.95788004","36334.22824042","44455FA25ED03E85","20200902122251",103.7034441,1.3449633,"678d Jurong West Street 64, #01-347, Singapore 644678"
"344","9404783","Frontier People's Clinic","MC","64430261","460123","A","123","01","152","BEDOK NORTH STREET 2","","CDMP,CHAS,ISP","39576.89557166","34601.79793826","4F4C861C889A455B","20200902122251",103.9372849,1.3292647,"123 Bedok North Street 2, #01-152, Singapore 460123"
"345","18M0178","Fullerton Health @ NTU","MC","67936828","639801","B","36","01","01/02","NANYANG AVENUE","NANYANG TECHNOLOGICAL UNIVERSITY","CHAS","11234.32086255","36390.20373075","4A767A66B1397233","20200902122251",103.6826902,1.3454033,"36 Nanyang Avenue, #01-01/02, Singapore 639801"
"346","15M0024","Fullerton Health @ OFC","MC","63333636","049315","B","10","03","08/09","COLLYER QUAY","OCEAN FINANCIAL CENTRE","CHAS","30069.02884004","29515.78912025","F7650E52784278FA","20200902122251",103.852015,1.2830123,"10 Collyer Quay, #03-08/09, Singapore 049315"
"347","17M0065","Fullerton Health @ Watsons (Changi City Point)","MC","63333636","486038","B","5","B1","14/15","CHANGI BUSINESS PARK CENTRAL 1","CHANGI CITY","CHAS","42426.19358808","35142.08326369","1130E291B4F5FD79","20200902122251",103.9635677,1.3350882,"5 Changi Business Park Central 1, #B1-14/15, Singapore 486038"
"348","9404838","Fullerton Healthcare @ Drs Trythall Hoy Davies","MC","63333636","648886","","1","B1A","19B","JURONG WEST CENTRAL 2","JURONG POINT SHOPPING CENTRE","CDMP,CHAS","13907.03052829","35735.75646953","FF44F95996E6667C","20200902122251",103.7062886,1.3399257,"1 Jurong West Central 2, #B1a-19b, Singapore 648886"
"349","9404693","Fullerton Healthcare @ Gethin-Jones","MD","62778900","079120","B","78","04","01","SHENTON WAY","","CDMP,CHAS","29332.38859661","28409.51789415","8BED4B6EB048371C","20200902122251",103.8453116,1.2731808,"78 Shenton Way, #04-01, Singapore 079120"
"350","15M0106","Fullerton Healthcare @ MBFC","MC","66369371","018981","B","10","01","03/03A","MARINA BOULEVARD","TOWER 2 MARINA BAY FINANCIAL CENTRE","CHAS","30273.80243448","29102.75315275","38930F846B4242BA","20200902122251",103.8541121,1.2792463,"10 Marina Boulevard, #01-03/03a, Singapore 018981"
"351","14M0034","Fullerton Healthcare @ Metropolis","MC","63395938","138588","A","9","01","03","NORTH BUONA VISTA DRIVE","THE METROPOLIS","CDMP,CHAS","23316.75980005","32063.55551546","3F77368BE3B6D2EA","20200902122251",103.7918068,1.3057338,"9 North Buona Vista Drive, #01-03, Singapore 138588"
"352","11C0112","Fullerton Healthcare Screening Centre","MC","63333636","238874","B","391B","26","02","ORCHARD ROAD","NGEE ANN CITY TOWER B","CDMP,CHAS","28151.08249405","31640.96600373","69C040A32065CBB7","20200902122251",103.8342901,1.3027623,"391b Orchard Road, #26-02, Singapore 238874"
"353","15M0272","Fusion Medical & Health Screening Centre","MC","62506548","138542","","1","01","05","FUSIONOPOLIS LINK","NEXUS @ONE-NORTH","CDMP,CHAS","23135.3729751","31290.54223601","E485C7B51F44E9B0","20200902122251",103.7897541,1.2989605,"1 Fusionopolis Link, #01-05, Singapore 138542"
"354","9400556","G & H MEDICAL CLINIC PTE LTD","MD","67586322","760106","A","106","01","173","YISHUN RING ROAD","","CDMP,CHAS,ISP","27347.1383923","45911.14992404","2E08E3C84A3D95DE","20200902122251",103.827332,1.431509,"106 Yishun Ring Road, #01-173, Singapore 760106"
"355","9400560","G S CLINIC & SURGERY","MC","64568967","560632","A","632","01","960","ANG MO KIO AVE 4","","CDMP,CHAS","28902.96315156","40210.81384534","7A8BA0D6411C8499","20200902122251",103.8414166,1.3799826,"632 Ang Mo Kio Ave 4, #01-960, Singapore 560632"
"356","9403525","G.I.F.T MEDICAL CENTRE","MD","62861923","367874","B","389","","","UPPER ALJUNIED RD","","CDMP,CHAS","33064.9361616","35041.76057649","85D9AEFD01105EF6","20200902122251",103.8788996,1.3332044,"389 Upper Aljunied Rd, Singapore 367874"
"357","9400564","GARDEN CLINIC","MD","63821878","550304","A","304","01","04","SERANGOON AVE 2","","CDMP,CHAS,ISP","31834.38692499","37323.35637649","0D8B0F07827147D8","20200902122251",103.8676876,1.3538957,"304 Serangoon Ave 2, #01-04, Singapore 550304"
"358","9403526","GEYLANG BAHRU CLINIC","MC","67480316","380016","A","16","01","1093","UPPER BOON KENG RD","","CDMP,CHAS","32266.0926994","33079.31066921","C1D18C149D238AEC","20200902122251",103.8718552,1.3155916,"16 Upper Boon Keng Rd, #01-1093, Singapore 380016"
"359","17M0309","GLOBAL CARE MEDICAL","MC","64816625","769687","B","77","01","77","JALAN MALU-MALU","KINDOL GARDENS","CHAS","27160.69551254","47275.61271136","22ADD6A65861DC1F","20200902122251",103.8257518,1.4439393,"77 Jalan Malu-Malu, #01-77, Singapore 769687"
"360","9405431","GOH CLINIC & SURGERY","MD","63863836","530204","A","204","01","101","HOUGANG ST 21","","CDMP,CHAS,ISP","33750.25528309","37876.89123938","B2C17F21EDDEF7F5","20200902122251",103.8851515,1.3589014,"204 Hougang St 21, #01-101, Singapore 530204"
"361","16M0348","HUA MEI CLINIC, WHAMPOA","MC","66619545","327737","B","300","02","06","WHAMPOA DRIVE","WHAMPOA COMMUNITY CLUB","CDMP,CHAS","30657.89651916","34122.64582812","566FDCE7C062F153","20200902122251",103.856995,1.324816,"300 Whampoa Drive, #02-06, Singapore 327737"
"362","9404652","HUAN CLINIC","MC","65357628","160051","A","51","03","111","CHIN SWEE ROAD","","CDMP,CHAS","28969.48315991","29980.0047674","57204D5BE8E207D9","20200902122251",103.842057,1.2874114,"51 Chin Swee Road, #03-111, Singapore 160051"
"363","9400714","HUI CLINIC + SURGERY","MC","64588596","560157","A","157","01","566","ANG MO KIO AVE 4","","CDMP,CHAS,ISP","28676.23854943","39699.8244776","4D23AA3B9ED3DE88","20200902122251",103.8394846,1.3753755,"157 Ang Mo Kio Ave 4, #01-566, Singapore 560157"
"364","9400715","HWANG & LIANG FAMILY CLINIC & SURGERY","MC","67888888","520476","A","476","01","173","TAMPINES ST 44","","CDMP,CHAS,ISP","41359.14479573","38109.78112712","799B604CC26E3C1C","20200902122251",103.9533971,1.3609703,"476 Tampines St 44, #01-173, Singapore 520476"
"365","9403441","Hamid Family Clinic & Surgery","MD","65848804","510156","A","156","01","35","Pasir Ris St 13","","CDMP,CHAS,ISP","42420.37205597","38459.34274159","FDC53CE9E3618306","20200902122251",103.9630076,1.3640079,"156 Pasir Ris St 13, #01-35, Singapore 510156"
"366","12C0112","Health First Family Clinic","MD","67932833","161026","A","26","01","06","JALAN MEMBINA","MULTI STOREY CAR PARK","CDMP,CHAS","27140.51294207","29452.71379006","C61E56D8E53DEAEC","20200902122251",103.8255806,1.2826676,"26 Jalan Membina, #01-06, Singapore 161026"
"367","18C0112","HealthMatters - The Family Practice","MC","6555755","519599","B","1","02","309/310","Pasir Ris Close,","Downtown East","CHAS","41591.12264858","40122.74058088","FF95DE6895658BF8","20200902122251",103.9548468,1.3799951,"1 Pasir Ris Close,, #02-309/310, Singapore 519599"
"368","9404130","HealthMed Family Clinic (Bukit Panjang)","MC","67604321","670416","A","416","01","50","Saujana Road","","CDMP,CHAS,ISP","20781.40884747","40572.49621336","F3F0DBA99FF2B546","20200902122251",103.7684507,1.3832917,"416 Saujana Road, #01-50, Singapore 670416"
"369","20M0077","Healthcare AMK Medical Clinic","MC","64511528","560157","A","157","01","578","ANG MO KIO AVENUE 4","MAYFLOWER SHOPPING & FOOD CENTRE","CHAS","28676.23854943","39699.8244776","4D23AA3B9FAB3159","20200902122251",103.8394846,1.3753755,"157 Ang Mo Kio Avenue 4, #01-578, Singapore 560157"
"370","17M0110","Healthcare Hougang Medical Clinic","MC","62881426","530311","A","311","01","191","HOUGANG AVENUE 5","","CDMP,CHAS","34848.12417745","38634.15811486","BCF9858D031AD6A6","20200902122251",103.8947792,1.3656741,"311 Hougang Avenue 5, #01-191, Singapore 530311"
"371","18M0147","Healthlife Family Clinic","MC","69048680","651296","A","296A","01","64","BUKIT BATOK STREET 22","SKYLINE II @ BUKIT BATOK","CHAS","18327.92997593","36248.7276335","5C0F1C27319648B3","20200902122251",103.74677,1.3441404,"296a Bukit Batok Street 22, #01-64, Singapore 651296"
"372","9403866","Healthmark Family Clinic (Compassvale)","MC","68810075","540263","","263","01","02/03","Compassvale Street","","CDMP,CHAS,ISP","34980.31544962","41860.8319343","63E73D50639703B9","20200902122251",103.8959572,1.3952669,"263 Compassvale Street, #01-02/03, Singapore 540263"
"373","9403984","Healthmark Family Medicine Clinic","MC","67672281","680601","A","601","01","09","Choa Chu Kang St 62","","CDMP,CHAS,ISP","18162.60963888","42091.52424535","8F7F24CC1A5A41D2","20200902122251",103.7448918,1.3969052,"601 Choa Chu Kang St 62, #01-09, Singapore 680601"
"374","9404497","Healthmark Medical Clinic","MC","68756696","820639","A","639","01","06","Punggol Drive","","CDMP,CHAS,ISP","37207.41214074","42369.32322482","9679198D884A8CD0","20200902122251",103.9160757,1.3994698,"639 Punggol Drive, #01-06, Singapore 820639"
"375","9403719","Healthmark Pioneer Mall Clinic","MC","68613100","640638","","638","02","08","Jurong West Street 61","Pioneer Mall","CDMP,CHAS,ISP","12848.66147374","35983.46577397","B70AB6D565D009AB","20200902122251",103.6974327,1.3418568,"638 Jurong West Street 61, #02-08, Singapore 640638"
"376","13M0328","Healthpath Medical Clinic and Surgery","MC","64832556","560338","A","338","01","1651","ANG MO KIO AVENUE 1","","CDMP,CHAS,ISP","29743.70510049","38438.17845933","723647239EC38896","20200902122251",103.84855,1.363547,"338 Ang Mo Kio Avenue 1, #01-1651, Singapore 560338"
"377","20M0038","Healthsprings Medical & Laser Clinic","MC","68368386","341105","A","105A","01","09","BIDADARI PARK DRIVE","","CHAS","32130.17625566","35133.26314297","E738B561718EA1CF","20200902122251",103.870328,1.3340468,"105a Bidadari Park Drive, #01-09, Singapore 341105"
"378","9405360","Healthsprings Medical Clinic","MC","68926681","671524","","524A","02","01/02","JELAPANG ROAD","GREENRIDGE SHOPPING CENTRE","CDMP,CHAS","20533.72990182","40816.74398038","E64094C3ED1D3002","20200902122251",103.7663006,1.3853755,"524a Jelapang Road, #02-01/02, Singapore 671524"
"379","9402301","Healthway Medical","MC","64410236","460218","","218","01","17","BEDOK NORTH ST 1","","CDMP,CHAS","39232.58188074","34413.1723434","FB2BACEBBB140245","20200902122251",103.9341577,1.3273439,"218 Bedok North St 1, #01-17, Singapore 460218"
"380","9404148","Healthway Medical","MD","63437620","538766","B","90","04","06","Hougang Avenue 10","Hougang Mall","CDMP,CHAS","34728.12400162","39389.11757114","1F5F206C9655529D","20200902122251",103.8938277,1.372455,"90 Hougang Avenue 10, #04-06, Singapore 538766"
"381","9403530","Healthway Medical","MD","67924480","640690","A","690","01","193","JURONG WEST CENTRAL 1","","CDMP,CHAS,ISP","13909.82250764","35927.51231873","AC286C181F09108A","20200902122251",103.7067673,1.341366,"690 Jurong West Central 1, #01-193, Singapore 640690"
"382","9404131","Healthway Medical","MC","63153493","820168","B","168","02","07A","Punggol Field","","CDMP,CHAS","36872.75608565","41793.33136435","F126EDA4217987CC","20200902122251",103.9130396,1.3941746,"168 Punggol Field, #02-07a, Singapore 820168"
"383","9404107","Healthway Medical","MD","67890383","520503","A","503","01","311","Tampines Central 1","","CDMP,CHAS,ISP","40440.32640119","37543.64960717","15A91F3F7A4F641E","20200902122251",103.9449451,1.3553253,"503 Tampines Central 1, #01-311, Singapore 520503"
"384","9404109","Healthway Medical","MC","62553773","310177","A","177","01","130","Toa Payoh Central","","CDMP,CHAS,ISP","29729.02073953","35121.4444639","0F1816C39FFB9DCA","20200902122251",103.8489187,1.3338853,"177 Toa Payoh Central, #01-130, Singapore 310177"
"385","9402197","Healthway Medical","MC","62849692","530108","A","108","01","1299","HOUGANG AVE 1","","CDMP,CHAS,ISP","34318.37068776","37208.45823252","17FCB06CECCC44CF","20200902122251",103.8897114,1.3528683,"108 Hougang Ave 1, #01-1299, Singapore 530108"
"386","9404697","Healthway Medical","MD","62202383","068815","B","6A","02","15","SHENTON WAY","Downtown Gallery","CDMP,CHAS","29746.09521183","28936.59293969","17DE94AEDC9DC0AC","20200902122251",103.8492087,1.2782033,"6a Shenton Way, #02-15, Singapore 068815"
"387","9405228","Healthway Medical","MD","68812689","540118","A","118","02","17","RIVERVALE DRIVE","RIVERVALE PLAZA","CDMP,CHAS,ISP","35625.67314454","40809.19266326","C0989E6E6ACFCC21","20200902122251",103.9019834,1.3855939,"118 Rivervale Drive, #02-17, Singapore 540118"
"388","9400522","FAMILY HEALTHCARE CLINIC & SURGERY","MC","62889557","550151","A","151","01","35","SERANGOON NORTH AVE 2","","CDMP,CHAS,ISP","32502.68209144","39040.80514663","637BCA79093C866E","20200902122251",103.8742136,1.3695973,"151 Serangoon North Ave 2, #01-35, Singapore 550151"
"389","9405625","Healthway Medical","MD","63649661","730888","B","888","02","737","WOODLANDS DR 50","888 PLAZA","CDMP,CHAS","23770.71393482","46535.31373461","50C60CCBB1C7A32A","20200902122251",103.7952735,1.4377241,"888 Woodlands Dr 50, #02-737, Singapore 730888"
"390","9405759","Healthway Medical","MC","62608801","524201","A","201D","01","1143","TAMPINES STREET 21","","CDMP,CHAS,ISP","41384.46898859","37152.14358944","4D220D972F953D2B","20200902122251",103.9537831,1.3525869,"201d Tampines Street 21, #01-1143, Singapore 524201"
"391","11C0009","Healthway Medical","MC","67551345","760101","A","101","01","15","YISHUN AVENUE 5","","CDMP,CHAS,ISP","27371.1442934","45806.89309511","C1611CCE1F207D7E","20200902122251",103.8278301,1.4309556,"101 Yishun Avenue 5, #01-15, Singapore 760101"
"392","18M0194","Healthway Medical","MC","62565980","650446","A","446","01","03","BUKIT BATOK WEST AVENUE 8","","CHAS","17512.81359817","36920.7521485","2D86CDC53B331564","20200902122251",103.7391022,1.3501797,"446 Bukit Batok West Avenue 8, #01-03, Singapore 650446"
"393","18M0297","Healthway Medical","MC","62914331","328127","B","705","01","06","SERANGOON ROAD","KWONG WAI SHIU HOSPITAL","CHAS","30867.59459349","33362.70659235","086E4EC384342221","20200902122251",103.8593269,1.317285,"705 Serangoon Road, #01-06, Singapore 328127"
"394","19M0226","Healthway Medical","MC","62354824","760461","A","461","01","05","YISHUN AVENUE 6","","CHAS","29853.36991007","45572.36567919","9845BBB7E78F4395","20200902122251",103.8499767,1.4284349,"461 Yishun Avenue 6, #01-05, Singapore 760461"
"395","9404022","Healthway Medical","MD","63438870","540267","A","267","01","04","Compassvale Link","","CDMP,CHAS,ISP","35092.11263865","40633.03805278","F838FE5ACD55C8B2","20200902122251",103.8969087,1.3838657,"267 Compassvale Link, #01-04, Singapore 540267"
"396","9404285","Healthway Medical","MD","63528696","307506","B","10","09","36","SINARAN DRIVE","Novena Medical Center","CDMP,CHAS,ISP","29206.6219764","33662.3806674","3F1CCCBC3BC319C9","20200902122251",103.8443689,1.3206513,"10 Sinaran Drive, #09-36, Singapore 307506"
"397","9404381","Healthway Medical","MC","67745901","120727","A","727","01","258","Clementi West  Street 2","","CDMP,CHAS","20265.19283457","31884.41542241","F138FF1D65CAA9BC","20200902122251",103.763811,1.3041998,"727 Clementi West  Street 2, #01-258, Singapore 120727"
"398","9405179","Healthway Medical","MC","63123106","540308","A","308","01","03","ANCHORVALE ROAD","MULTI STOREY CAR PARK","CDMP,CHAS","33910.23743746","41275.8993352","D53892E31F797806","20200902122251",103.8863996,1.3895354,"308 Anchorvale Road, #01-03, Singapore 540308"
"399","9405298","Healthway Medical","MD","67915680","640960","A","960","01","166","JURONG WEST ST 92","","CDMP,CHAS","12212.6174493","35949.54641203","BFDEE0FAED9B6584","20200902122251",103.6914075,1.341362,"960 Jurong West St 92, #01-166, Singapore 640960"
"400","9405300","Healthway Medical","MD","68926330","680475","A","475","02","03","CHOA CHU KANG AVE 3","SUNSHINE PLACE","CDMP,CHAS","17505.23818774","39986.60345328","3E1604AFAC02EA0B","20200902122251",103.7389881,1.3780266,"475 Choa Chu Kang Ave 3, #02-03, Singapore 680475"
"401","9405302","Healthway Medical","MD","64554629","560721","A","721","01","2801","Ang Mo Kio Ave 8","","CDMP,CHAS","29622.67602509","39372.99417943","48C6700EFD2A6A11","20200902122251",103.8479386,1.3723967,"721 Ang Mo Kio Ave 8, #01-2801, Singapore 560721"
"402","9405303","Healthway Medical","MD","67690600","670445","A","445","02","534","FAJAR ROAD","FAJAR SHOPPING CENTRE","CDMP,CHAS","21038.95049455","40614.90347463","2B4E2DF94BB655BB","20200902122251",103.7710299,1.383602,"445 Fajar Road, #02-534, Singapore 670445"
"403","9405355","Healthway Medical","MD","62609081","520710","A","710","01","134","TAMPINES ST 71","","CDMP,CHAS","39619.85476961","37853.11613165","B1D816C0FAAE5382","20200902122251",103.9377381,1.3587573,"710 Tampines St 71, #01-134, Singapore 520710"
"404","12C0059","Healthway Medical","MD","68722214","120443","A","443","01","63","CLEMENTI AVENUE 3","","CHAS","20286.66233917","32944.34627464","5B26107FE1386EE3","20200902122251",103.7639921,1.3141513,"443 Clementi Avenue 3, #01-63, Singapore 120443"
"405","15M0260","Healthway Medical","MC","65551445","757713","","30","03","20","SEMBAWANG DRIVE","SUN PLAZA","CDMP,CHAS,ISP","26462.44766395","47759.6068514","C0C48592AE3561D5","20200902122251",103.8196887,1.4482678,"30 Sembawang Drive, #03-20, Singapore 757713"
